id;subtopic_id;subject_id;class;question;option_a;option_a_explanation;option_b;option_b_explanation;option_c;option_c_explanation;option_d;option_d_explanation;answer;additional_notes;created_at;updated_at;user_id;question_level;question_type
1139;82;9;9;<p>Join the given sentences using the most appropriate coordinating conjunction.<br>A bird can fly forward. They can also fly backward.</p>;<p>A bird can fly forward but backward</p>;<p>But is used to show contrast.</p>;<p>A bird can fly forward with backward</p>;<p>With is a preposition to show together with.</p>;<p>A bird can fly forward and backward</p>;<p>And is used to give additional information.</p>;<p>A bird can fly forward or backward</p>;<p>Or is used to show choices.</p>;3;<p><strong>And </strong>is used to give additional information</p><p><strong>Example</strong>: Joan and Milka are going to the market.</p>;2020-09-10 12:35:08;2020-09-10 12:35:08;;L;
1140;82;9;9;<p>Join the given sentences using the most appropriate coordinating conjunction.<br>Hummingbirds are tiny. They are very brave.</p>;<p>Hummingbirds are tiny for very brave</p>;<p>For is a preposition.</p>;<p>Hummingbirds are tiny or very brave</p>;<p>Or is used to show choices.</p>;<p>Hummingbirds are tiny and very brave</p>;<p>And is used to give additional information.</p>;<p>Hummingbirds are tiny but very brave</p>;<p>But is used to show contrast.</p>;4;<p><strong>But </strong>is used to show contrast.</p><p><strong>Example</strong>: She is very pretty but naughty.</p>;2020-09-10 12:37:30;2020-09-10 12:37:30;;L;
1141;82;9;9;<p>Join the given sentences using the most appropriate coordinating conjunction.<br>Peter is tall. Peter is bright</p>;<p>Peter is tall and bright</p>;<p>And is used to give additional information.</p>;<p>Peter is tall but bright</p>;<p>But<strong> </strong>is used to show contrast.</p>;<p>Peter is tall nor bright</p>;<p>Nor is a correlative conjunction used with neither.</p>;<p>Peter is tall or bright</p>;<p>Or is used to show choice</p>;1;<p><strong>And </strong>is used to give additional information.</p><p><strong>Example </strong>: Joan and Milka are going to the market.</p>;2020-09-10 12:40:08;2020-09-10 12:40:08;;L;
1142;82;9;9;<p>Join the given sentences using the most appropriate coordinating conjunction.<br>Lights went off yesterday. I finished my homework.</p>;<p>Lights went off yesterday either I finished my homework</p>;<p>Either is a correlative conjunction used with or.</p>;<p>Lights went off yesterday or I finished my homework</p>;<p>Or is used to show choice</p>;<p>Lights went off yesterday and I finished my homework</p>;<p>And is used to give additional information.</p>;<p>Lights went off yesterday but I finished my homework</p>;<p>But is used to show contrast.</p>;4;<p><strong>But </strong>is used to show contrast.</p><p><strong>Example</strong>: She is very pretty but naughty.</p>;2020-09-10 12:42:31;2020-09-10 12:42:31;;L;
1143;82;9;9;<p>Join the given sentences using the most appropriate coordinating conjunction.<br>Parrots live in wild places. They also live in zoos.</p>;<p>Parrots live in wild places and in zoos</p>;"<p>&nbsp;And is used to give additional information.</p>";<p>Parrots live in wild places either in zoos</p>;<p>Either is a correlative conjunction used with or.</p>;<p>Parrots live in wild places but in zoos</p>;"<p><strong>&nbsp;</strong>But<strong> </strong>is used to show contrast</p>";<p>Parrots live in wild places or in zoos</p>;<p>Or is used to show contrast</p>;1;<p><strong>And </strong>is used to give additional information.</p><p><strong>Example</strong>: Joan and Milka are going to the market.</p>;2020-09-10 12:44:59;2020-09-10 12:44:59;;L;
1144;82;9;9;<p>Join the given sentences using the most appropriate coordinating conjunction.<br>Do you prefer going by bus? Do you prefer going by train?</p>;"<p>Do you prefer going by bus either train?&nbsp;</p>";<p>Either is a correlative conjunction used with or.</p>;"<p>Do you prefer going by bus but train?&nbsp;</p>";<p>But<strong> </strong>is used to show contrast.</p>;<p>Do you prefer going by bus and train?</p>;<p>And is used to give additional information.</p>;"<p>Do you prefer going by bus or train?&nbsp;</p>";<p>Or is used to show choice</p>;4;<p><strong>Or </strong>is used to show choice.</p><p><strong>Example</strong>: will you take coffee of milk?</p>;2020-09-10 12:47:24;2020-09-10 12:47:24;;L;
1145;82;9;9;<p>Join the given sentences using the most appropriate coordinating conjunction.<br>Many birds fly south in winter. Others do not.</p>;<p>Many birds fly south in winter but others do not</p>;<p>But is used to show contrast<strong>.</strong></p>;<p>Many birds fly south in winter or others do not</p>;<p>Or is used to show choice</p>;<p>Many birds fly south in winter and others do not</p>;<p>And is used to give additional information.</p>;<p>Many birds fly south in winter if others do not</p>;<p>If is a subordinate conjunction to show condition.</p>;1;<p><strong>But </strong>is used to show contrast.</p><p><strong>Example</strong>: She is very pretty but naughty</p>;2020-09-10 12:50:00;2020-09-10 12:50:00;;L;
1146;82;9;9;<p>Join the given sentences using the most appropriate coordinating conjunction.<br>Their feathers keep them warm. They also keep them dry.</p>;<p>Their feathers keep them warm but dry</p>;<p>But<strong> </strong>is used to show contrast.</p>;<p>Their feathers keep them warm and dry</p>;<p>And is used to give additional information.</p>;<p>Their feathers keep them warm or dry</p>;<p>Or is used to show choice</p>;"<p>Their feathers keep them warm nor dry&nbsp;</p>";<p>Nor is a correlative conjunction used with neither.</p>;2;<p><strong>And </strong>is used to give additional information.</p><p><strong>Example</strong>: Joan and Milka are going to the market.</p>;2020-09-10 12:52:18;2020-09-10 12:52:18;;L;
1147;82;9;9;<p>Join the given sentences using the most appropriate coordinating conjunction.<br>We can go swimming. We can stay here.</p>;<p>We can go swimming or stay here</p>;<p>Or is used to show choice</p>;<p>We can go swimming but stay here</p>;<p>But<strong> </strong>is used to show contrast</p>;<p>We can go swimming nor stay here</p>;<p>Nor is a correlative conjunction used with neither.</p>;<p>We can go swimming and stay here</p>;<p>And is used to give additional information.</p>;1;<p><strong>Or </strong>is used to show choice.</p><p><strong>Example</strong>: will you take coffee of milk?</p>;2020-09-10 12:54:46;2020-09-10 12:54:46;;L;
1148;82;9;9;"<p>Identify the noun phrases in each of the following sentences and indicate whether it functions as a subject, object or complement.<br>I saw a star fish yesterday.</p>";<p>I (object)</p>;<p>This is a pronoun that functions as the subject.</p>;<p>Fish (subject)</p>;<p>This is a noun</p>;<p>A star fish (object)</p>;<p>This is a noun phrase that functions at the object</p>;"<p>A star fish (subject)&nbsp;</p>";<p>It is a noun phrase that functions as the object.</p>;3;"<p>A noun phrase consists of a <strong>noun </strong>and <strong>all its modifiers</strong>. It can function as a <strong>subject</strong>, <strong>object</strong>, or <strong>complement</strong> in the sentence. The modifiers may be an <strong>articles, prepositions</strong> or an <strong>adjective.</strong></p>";2020-09-10 13:02:38;2020-09-10 13:02:38;;L;
1149;83;9;9;"<p>Identify the noun phrases in each of the following sentences and indicate whether it functions as a subject, object or complement.<br>I saw a star fish yesterday</p>";<p>I (object)</p>;<p>This is a pronoun that functions as the subject.</p>;<p>Fish (subject)</p>;<p>This is a noun</p>;<p>A star fish (object)</p>;<p>This is a noun phrase that functions at the object</p>;"<p>A star fish (subject)&nbsp;</p>";<p>It is a noun phrase that functions as the object.</p>;3;"<p>A noun phrase consists of a <strong>noun </strong>and <strong>all its modifiers</strong>. It can function as a <strong>subject</strong>, <strong>object</strong>, or <strong>complement</strong> in the sentence. The modifiers may be an <strong>articles, prepositions</strong> or an <strong>adjective.</strong></p>";2020-09-10 15:08:32;2020-09-10 15:08:32;;L;
1150;83;9;9;"<p>Identify the noun phrases in each of the following sentences and indicate whether it functions as a subject, object or complement.</p><p>Playful animals really fascinate me.</p>";"<p>Playful (object)&nbsp;</p>";<p>This is an adjective</p>;"<p>Playful animal (subject)&nbsp;</p>";<p>This is a noun phrase functioning as the subject</p>;"<p>Playful animal (complement)&nbsp;</p>";<p>This is a noun phrase functioning as the subject</p>;"<p>Playful animal (object)&nbsp;</p>";<p>This is a noun phrase functioning as the subject</p>;2;"<p>A noun phrase consists of a <strong>noun </strong>and <strong>all its modifiers</strong>. It can function as a <strong>subject</strong>, <strong>object</strong>, or <strong>complement</strong> in the sentence. The modifiers may be an <strong>articles, prepositions</strong> or an <strong>adjective.</strong></p>";2020-09-10 15:21:40;2020-09-10 15:21:40;;L;
1151;83;9;9;"<p>Identify the noun phrases in each of the following sentences and indicate whether it functions as a subject, object or complement.</p><p>They all attended my party.</p>";"<p>They (object)&nbsp;</p>";<p>This is a pronoun</p>;"<p>My party (complement)&nbsp;</p>";<p>This is a noun phrase functioning as the object.</p>;"<p>My party (object)&nbsp;</p>";<p>This is a noun phrase functioning as the object.</p>;<p>My part (subject)</p>;<p>This is a noun phrase functioning as the object</p>;3;"<p>A noun phrase consists of a <strong>noun </strong>and <strong>all its modifiers</strong>. It can function as a <strong>subject</strong>, <strong>object</strong>, or <strong>complement</strong> in the sentence. The modifiers may be an <strong>articles, prepositions</strong> or an <strong>adjective.</strong></p>";2020-09-10 15:24:36;2020-09-10 15:24:36;;L;
1152;83;9;9;"<p>Identify the noun phrases in each of the following sentences and indicate whether it functions as a subject, object or complement.</p><p>Swimming is an exciting activity.</p>";"<p>Swimming (subject)&nbsp;</p>";<p>This is a verb</p>;"<p>An exciting activity (object)&nbsp;</p>";<p>This is a noun phrase functioning as a complement.</p>;"<p>Activity (complement)&nbsp;</p>";<p>This is a noun.</p>;"<p>An exciting activity (complement)&nbsp;</p>";<p>This is a noun phrase functioning as the complement.</p>;4;"<p>A noun phrase consists of a <strong>noun </strong>and <strong>all its modifiers</strong>. It can function as a <strong>subject</strong>, <strong>object</strong>, or <strong>complement</strong> in the sentence. The modifiers may be an <strong>articles, prepositions</strong> or an <strong>adjective.</strong></p>";2020-09-10 15:26:55;2020-09-10 15:26:55;;L;
1153;83;9;9;"<p>Identify the noun phrases in each of the following sentences and indicate whether it functions as a subject, object or complement.</p><p>Twenty students were rewarded on Monday.</p>";"<p>Twenty (subject)&nbsp;</p>";<p>This is an adjective.</p>;<p>Twenty students (subject)</p>;<p>This is a noun phrase functioning as the subject</p>;<p>Monday (object)</p>;<p>This is a noun</p>;"<p>Twenty students (object)&nbsp;</p>";<p>This is a noun phrase functioning as the subject</p>;2;"<p>A noun phrase consists of a <strong>noun </strong>and <strong>all its modifiers</strong>. It can function as a <strong>subject</strong>, <strong>object</strong>, or <strong>complement</strong> in the sentence. The modifiers may be an <strong>articles, prepositions</strong> or an <strong>adjective.</strong></p>";2020-09-10 15:29:22;2020-09-10 15:29:22;;L;
1154;83;9;9;"<p>Identify the noun phrases in each of the following sentences and indicate whether it functions as a subject, object or complement.</p><p>The artist emerged as the winner.</p>";"<p>The artist (complement)&nbsp;</p>";<p>This is a noun phrase functioning as the subject</p>;"<p>The artist (subject), the winner (object)</p>";<p>The artist is a noun phrase functioning as the subject. The winner is a noun phrase functioning as the complement.</p>;"<p>The artist (subject), the winner (complement)&nbsp;</p>";<p>The artist is a noun phrase functioning as the subject. The winner is a noun phrase functioning as the complement.</p>;"<p>The artist (complement), the winner (object)&nbsp;</p>";<p>The artist is a noun phrase functioning as the subject. The winner is a noun phrase functioning as the complement</p>;3;"<p>A noun phrase consists of a <strong>noun </strong>and <strong>all its modifiers</strong>. It can function as a <strong>subject</strong>, <strong>object</strong>, or <strong>complement</strong> in the sentence. The modifiers may be an <strong>articles, prepositions</strong> or an <strong>adjective.</strong></p>";2020-09-10 15:31:48;2020-09-10 15:31:48;;L;
1155;83;9;9;"<p>Identify the noun phrases in each of the following sentences and indicate whether it functions as a subject, object or complement.</p><p>The lady was caught.</p>";"<p>The lady (object)&nbsp;</p>";<p>This is a noun phrase functioning as the subject</p>;"<p>Caught (complement)&nbsp;</p>";<p>This is a verb.</p>;"<p>The (subject)&nbsp;</p>";<p>Is a determiner</p>;<p>The lady (subject)</p>;"<p>&nbsp;This is a noun phrase functioning as the subject.</p>";4;"<p>A noun phrase consists of a <strong>noun </strong>and <strong>all its modifiers</strong>. It can function as a <strong>subject</strong>, <strong>object</strong>, or <strong>complement</strong> in the sentence. The modifiers may be an <strong>articles, prepositions</strong> or an <strong>adjective.</strong></p>";2020-09-10 15:34:54;2020-09-10 15:34:54;;L;
1156;83;9;9;"<p>Identify the noun phrases in each of the following sentences and indicate whether it functions as a subject, object or complement.</p><p>Mr. Makori visited our school.</p>";<p>Mr. Makori (object)</p>;"<p>&nbsp;This is a noun</p>";<p>School (subject)</p>;<p>This is a noun</p>;"<p>Our school (subject)&nbsp;</p>";<p>This is a noun phrase functioning as the object.</p>;"<p>Our school (object)&nbsp;</p>";<p>This is a noun phrase functioning as the object.</p>;4;"<p>A noun phrase consists of a <strong>noun </strong>and <strong>all its modifiers</strong>. It can function as a <strong>subject</strong>, <strong>object</strong>, or <strong>complement</strong> in the sentence. The modifiers may be an <strong>articles, prepositions</strong> or an <strong>adjective.</strong></p>";2020-09-10 15:37:58;2020-09-10 15:37:58;;L;
1157;83;9;9;"<p>Identify the noun phrases in each of the following sentences and indicate whether it functions as a subject, object or complement.</p><p>Ronald seems a very complicated man to understand.</p>";"<p>Ronald (complement)&nbsp;</p>";<p>This is a noun.</p>;<p>Very (object)</p>;"<p>&nbsp;This is an adjective</p>";<p>A very complicated man (complement)</p>;"<p>&nbsp;This is a noun phrase functioning as the complement</p>";<p>A very complicated man (object)</p>;"<p>&nbsp;This is a noun phrase functioning as the complement.</p>";3;"<p>A noun phrase consists of a <strong>noun </strong>and <strong>all its modifiers</strong>. It can function as a <strong>subject</strong>, <strong>object</strong>, or <strong>complement</strong> in the sentence. The modifiers may be an <strong>articles, prepositions</strong> or an <strong>adjective.</strong></p>";2020-09-10 15:40:17;2020-09-10 15:40:17;;L;
1158;83;9;9;"<p>Identify the noun phrases in each of the following sentences and indicate whether it functions as a subject, object or complement.</p><p>All the bananas were bought.</p>";"<p>Bananas (subject)&nbsp;</p>";<p>This is a noun</p>;"<p>All the bananas (subject)&nbsp;</p>";<p>This is a noun phrase functioning as the subject</p>;"<p>Bought (complement)&nbsp;</p>";<p>Bought is a verb</p>;<p>All the bananas (object)</p>;<p>This is a noun phrase functioning as the subject</p>;2;"<p>A noun phrase consists of a <strong>noun </strong>and <strong>all its modifiers</strong>. It can function as a <strong>subject</strong>, <strong>object</strong>, or <strong>complement</strong> in the sentence. The modifiers may be an <strong>articles, prepositions</strong> or an <strong>adjective.</strong></p>";2020-09-10 15:42:26;2020-09-10 15:42:26;;L;
1159;84;9;9;<p>Change the given sentences from active to passive voice.</p><p>The dog bit the little girl.</p>;<p>The dog bitten the little girl</p>;<p>The passive voice is (the little girl was bitten by the dog.)</p>;<p>The little girl was bitten by the dog</p>;<p>The passive voice is (the little girl was bitten by the dog.)</p>;<p>The little girl is bitten by the dog</p>;<p>The passive voice is (the little girl was bitten by the dog.)</p>;<p>The little girl is bit by the dog</p>;<p>The passive voice is (the little girl was bitten by the dog.)</p>;2;"<p><strong>Passive voice</strong> is when we show what happened to the object as opposed to what the subject did. The passive verb consists of an auxiliary verb such as <strong>am, is, are, was, were </strong>and a <strong>main</strong> <strong>verb</strong>. The auxiliary verb comes before the main verb.</p><p>Example:</p><p>1.) Maria cooks good food (present simple tense) – <strong>active voice</strong></p><p>B.) Good food is cooked by Maria. – <strong>passive voice.</strong></p><p>1.) The old men repaired the road. (past simple tense)-<strong>active voice</strong></p><p>B.) The road was repaired by the old men. –<strong> passive voice.</strong></p>";2020-09-10 15:48:58;2020-09-10 15:48:58;;L;
1160;84;9;9;<p>Change the given sentences from active to passive voice.<br><br>Mrs. Matemo prepared breakfast for the guests.</p>;<p>The guests were prepared breakfast by Mrs. Matemo</p>;<p>The passive voice is (breakfast was prepared by Mrs.Matemo for the guests)</p>;<p>Mrs. Matemo prepares breakfast for the guests</p>;<p>The passive voice is (breakfast was prepared by Mrs.Matemo for the guests)</p>;<p>Breakfast was prepared by Mrs. Matemo for the guests</p>;<p>The passive voice is (breakfast was prepared by Mrs.Matemo for the guests)</p>;<p>For the guests Mrs. Matemo prepared breakfast</p>;<p>The passive voice is (breakfast was prepared by Mrs.Matemo for the guests)</p>;3;"<p><strong>Passive voice</strong> is when we show what happened to the object as opposed to what the subject did. The passive verb consists of an auxiliary verb such as <strong>am, is, are, was, were </strong>and a <strong>main</strong> <strong>verb</strong>. The auxiliary verb comes before the main verb.</p><p>Example:</p><p>1.) Maria cooks good food (present simple tense) – <strong>active voice</strong></p><p>B.) Good food is cooked by Maria. – <strong>passive voice.</strong></p><p>2.The old men repaired the road. (past simple tense)</p><p>B. The road was repaired by the old men. – <strong>passive voice.</strong></p>";2020-09-10 15:54:57;2020-09-10 15:54:57;;L;
1161;84;9;9;<p>Change the given sentences from active to passive voice.</p><p>The principal gave a good speech.</p>;<p>A good speech is given by the principal</p>;<p>The passive voice is (A good speech was given by the principal.)</p>;<p>The principal gives a good speech</p>;<p>The passive voice is (A good speech was given by the principal.)</p>;<p>A good speech was given by the principal</p>;<p>The passive voice is (A good speech was given by the principal.)</p>;<p>A good speech is given by the principal</p>;<p>The passive voice is (A good speech was given by the principal.)</p>;3;"<p><strong>Passive voice</strong> is when we show what happened to the object as opposed to what the subject did. The passive verb consists of an auxiliary verb such as <strong>am, is, are, was, were </strong>and a <strong>main</strong> <strong>verb</strong>. The auxiliary verb comes before the main verb.</p><p>Example:</p><p>1.) Maria cooks good food (present simple tense) – active voice</p><p>B.) Good food is cooked by Maria. – passive voice.</p><p>1. The old men repaired the road. (past simple tense)</p><p>B.) The road was repaired by the old men. – passive voice</p>";2020-09-10 15:58:39;2020-09-10 15:58:39;;L;
1162;84;9;9;<p>Change the given sentences from active to passive voice.</p><p>The chief cautioned us not to cut down trees.</p>;<p>Trees are not to be cut down</p>;<p>The passive voice is (trees are not to be cut down.)</p>;<p>The chief cautioned not to cut trees</p>;<p>The passive voice is (trees are not to be cut down.)</p>;<p>The chief cautions not to cut down trees</p>;<p>The passive voice is (trees are not to be cut down.)</p>;<p>The chief cautioned us not to cut down trees</p>;<p>The passive voice is (trees are not to be cut down.)</p>;1;"<p><strong>Passive voice</strong> is when we show what happened to the object as opposed to what the subject did. The passive verb consists of an auxiliary verb such as <strong>am, is, are, was, were </strong>and a <strong>main</strong> <strong>verb</strong>. The auxiliary verb comes before the main verb.</p><p><strong>Example</strong>:</p><p>1.) Maria cooks good food (present simple tense) – active voice</p><p>B.) Good food is cooked by Maria. – passive voice.</p><p>2.The old men repaired the road. (past simple tense)</p><p>B.) The road was repaired by the old men. – passive voice</p>";2020-09-10 16:01:48;2020-09-10 16:01:48;;L;
1163;84;9;9;<p>Change the given sentences from active to passive voice.</p><p>My sister read the church bulletins.</p>;<p>Church bulletins were read by my sister</p>;<p>The passive voice is (Church bulletins were read by my sister.)</p>;<p>Church bulletins are to be read by my sister</p>;<p>The passive voice is (Church bulletins were read by my sister.)</p>;<p>My sister is to read the church bulletins</p>;<p>The passive voice is (Church bulletins were read by my sister.)</p>;<p>Church bulletins are read by my sister</p>;<p>The passive voice is (Church bulletins were read by my sister.)</p>;1;"<p><strong>Passive voice</strong> is when we show what happened to the object as opposed to what the subject did. The passive verb consists of an auxiliary verb such as <strong>am, is, are, was, were </strong>and a <strong>main</strong> <strong>verb</strong>. The auxiliary verb comes before the main verb.</p><p>Example:</p><p>1.) Maria cooks good food (present simple tense) – active voice</p><p>B.) Good food is cooked by Maria. – passive voice.</p><p>2.The old men repaired the road. (past simple tense)</p><p>B.) The road was repaired by the old men. – passive voice.</p>";2020-09-10 16:04:26;2020-09-10 16:04:26;;L;
1164;84;9;9;<p>Change the given sentences from active to passive voice</p><p>She swept the compound before the guests arrived.</p>;<p>Before the guests arrived she swept the compound</p>;<p>The passive voice is ( the compound was swept by her before the guests arrived.)</p>;<p>The compound was swept by her before the guests arrived</p>;<p>The passive voice is (the compound was swept by her before the guests arrived.)</p>;<p>The compound is swept before the guests arrive)</p>;<p>The passive voice is ( the compound was swept by her before the guests arrived.</p>;<p>She sweeps the compound before guests arrive</p>;<p>The passive voice is ( the compound was swept by her before the guests arrived.)</p>;2;"<p><strong>Passive voice</strong> is when we show what happened to the object as opposed to what the subject did. The passive verb consists of an auxiliary verb such as <strong>am, is, are, was, were </strong>and a <strong>main</strong> <strong>verb</strong>. The auxiliary verb comes before the main verb.</p><p>Example:</p><p>1.) Maria cooks good food (present simple tense) – active voice</p><p>B) Good food is cooked by Maria. – passive voice.</p><p>2.)The old men repaired the road. (past simple tense)</p><p>B.)The road was repaired by the old men. – passive voice.</p>";2020-09-10 16:08:24;2020-09-10 16:08:24;;L;
1165;84;9;9;<p>Change the given sentences from active to passive voice</p><p>The carpenter made a beautiful table.</p>;<p>A beautiful table was made by the carpenter</p>;<p>The passive voice is (A beautiful table was made by the carpenter).</p>;<p>The carpenter makes beautiful tables.</p>;"<p>&nbsp;The passive voice is (A beautiful table was made by the carpenter)</p>";<p>A beautiful table is made by the carpenter</p>;<p>The passive voice is (A beautiful table was made by the carpenter)</p>;<p>A beautiful table is made by the carpenter.</p>;<p>The passive voice is (A beautiful table was made by the carpenter)</p>;1;"<p><strong>Passive voice</strong> is when we show what happened to the object as opposed to what the subject did. The passive verb consists of an auxiliary verb such as <strong>am, is, are, was, were </strong>and a <strong>main</strong> <strong>verb</strong>. The auxiliary verb comes before the main verb.</p><p>Example:</p><p>1.) Maria cooks good food (present simple tense) – active voice</p><p>B.) Good food is cooked by Maria. – passive voice.</p><p>2.The old men repaired the road. (past simple tense)</p><p>B.)The road was repaired by the old men. – passive voice</p>";2020-09-10 16:11:33;2020-09-10 16:11:33;;L;
1166;84;9;9;<p>Change the given sentences from active to passive voice</p><p>Kamau rides a bicycle.</p>;<p>Kamau is riding a bicycle</p>;<p>The passive voice is ( A bicycle is ridden by Kamau)</p>;<p>A bicycle is ridden by Kamau</p>;<p>The passive voice is ( A bicycle is ridden by Kamau)</p>;<p>Kamau rode a bicycle</p>;<p>The passive voice is ( A bicycle is ridden by Kamau)</p>;<p>A bicycle was ridden by Kamau</p>;<p>The passive voice is ( A bicycle is ridden by Kamau)</p>;2;"<p><strong>Passive voice</strong> is when we show what happened to the object as opposed to what the subject did. The passive verb consists of an auxiliary verb such as <strong>am, is, are, was, were </strong>and a <strong>main</strong> <strong>verb</strong>. The auxiliary verb comes before the main verb.</p><p>Example:</p><p>1.) Maria cooks good food (present simple tense) – active voice</p><p>B.) Good food is cooked by Maria. – passive voice.</p><p>2.The old men repaired the road. (past simple tense)</p><p>B.) The road was repaired by the old men. – passive voice</p>";2020-09-10 16:14:23;2020-09-10 16:14:23;;L;
1167;84;9;9;<p>Change the given sentences from active to passive voice</p><p>The lady in blue collected the rubbish</p>;<p>The lady in blue collects rubbish</p>;<p>The passive voice is (The rubbish was collected by the lady in blue.)</p>;<p>The rubbish was collect by the lady in blue</p>;<p>The passive voice is (The rubbish was collected by the lady in blue.)</p>;<p>The lady in blue will collect the rubbish</p>;<p>The passive voice is (The rubbish was collected by the lady in blue.)</p>;<p>The rubbish was to be collected by the lady in blue</p>;<p>The passive voice is (The rubbish was collected by the lady in blue.)</p>;2;"<p><strong>Passive voice</strong> is when we show what happened to the object as opposed to what the subject did. The passive verb consists of an auxiliary verb such as <strong>am, is, are, was, were </strong>and a <strong>main</strong> <strong>verb</strong>. The auxiliary verb comes before the main verb.</p><p>Example:</p><p>1.) Maria cooks good food (present simple tense) – active voice</p><p>B.) Good food is cooked by Maria. – passive voice.</p><p>1. The old men repaired the road. (past simple tense)</p><p>B.) The road was repaired by the old men. – passive voice</p>";2020-09-10 16:19:02;2020-09-10 16:19:02;;L;
1168;84;9;9;<p>Change the given sentences from active to passive voice</p><p>The fire destroyed the whole building.</p>;<p>The whole building was destroyed by fire</p>;<p>The passive voice is (the whole building was destroyed by the fire.)</p>;<p>The fire destroys the whole building</p>;<p>The passive voice is (the whole building was destroyed by the fire.)</p>;<p>The whole building is destroyed by the fire</p>;<p>The passive voice is (the whole building was destroyed by the fire.)</p>;<p>The fire destroyed the whole building</p>;<p>The passive voice is (the whole building was destroyed by the fire.)</p>;1;"<p><strong>Passive voice</strong> is when we show what happened to the object as opposed to what the subject did. The passive verb consists of an auxiliary verb such as <strong>am, is, are, was, were </strong>and a <strong>main</strong> <strong>verb</strong>. The auxiliary verb comes before the main verb.</p><p>Example:</p><p>1.) Maria cooks good food (present simple tense) – active voice</p><p>B.) Good food is cooked by Maria. – passive voice.</p><p>2.) The old men repaired the road. (past simple tense)</p><p>B.) The road was repaired by the old men. – passive voice</p>";2020-09-10 16:22:51;2020-09-10 16:22:51;;L;
1169;85;9;9;"<p>Change the following sentences into indirect speech</p><p>Job said, “I want to visit my friends this holiday.”</p>";<p>Job said he wants to visit his friends that holiday</p>;<p>Want should change to wanted.</p>;<p>Job said he wanted to visit his friends that holiday</p>;"<p>The pronoun I has changed to he, my changes to his and the time indicator from this to that.</p>";<p>Job said he wanted to visit his friends this holiday</p>;<p>This should change to that.</p>;<p>Job said I want to visit my friends this holiday</p>;"<p>I should change to he, my to his and this to that.</p>";2;"<p>When changing direct speech to indirect speech, pronouns I changes to he or she and my to his or her. This changes to that.</p><p><strong>Eg.”I do not believe him,” said Kohe,</strong></p><p><strong>&nbsp;Kohe said that he did not believe him.</strong></p><p><strong>‘I’ changes to ‘he’.</strong></p>";2020-09-10 16:31:39;2020-09-10 16:31:39;;L;
1170;85;9;9;"<p>Change the following sentences into indirect speech</p><p>Jerry said, “I'm studying English a lot at the moment.”</p>";<p>Jerry said he is studying English a lot at that moment</p>;<p>Change ‘is’ to was.</p>;"<p>Jerry said he was studying English a lot at that moment.<strong>&nbsp;</strong></p>";<p>'I’m’ has changed to ‘he’ and ‘the moment’ has changed to ‘that moment’.</p>;"<p>Jerry said I was studying English a lot at that moment.&nbsp;</p>";<p>Change ‘I’ to he</p>;<p>Jerry said I was studying English a lot at this moment</p>;<p>Change ‘the moment’ to ‘that moment’.</p>;2;"<p>When changing direct speech to indirect speech, pronouns I’m changes to he or she and ‘the’ while showing time changes to ‘that’.</p><p><strong>Eg. ”I don’t believe him at the moment,” said Kohe,</strong></p><p><strong>&nbsp;Kohe said that he did not believe him at that moment</strong></p><p><strong>‘I’ changes to ‘he’.</strong></p>";2020-09-10 16:35:03;2020-09-10 16:35:03;;L;
1171;85;9;9;"<p>Change the following sentences into indirect speech</p><p>They said, “We've lived here for a long time.”</p>";<p>They said they have lived there for a long time</p>;<p>Have should change to had.</p>;<p>They said they lived here for a long time</p>;"<p>&nbsp;‘Have’ should change to ‘had’ and here to there.</p>";<p>They said they had lived there for a long time</p>;"<p>‘We’ has changed to ‘they’, ‘have’ to ‘had’ and ‘here’ to ‘there’.</p>";<p>They said we had lived there for a long time.</p>;"<p>&nbsp;‘We’ should change to ‘they’.</p>";3;"<p>When changing direct speech to indirect speech, the pronoun we changes to they, the verb have changes to had and here changes to there.</p><p>Eg <strong>“We have cultivated here since last year,” they said.</strong></p><p><strong>They said they had cultivated there since last year.</strong></p>";2020-09-10 16:38:07;2020-09-10 16:38:07;;L;
1172;85;9;9;"<p>Change the following sentences into indirect speech</p><p>He asked me, “Have you finished reading the newspaper?”</p>";<p>He asked me if had I finished reading the newspaper.</p>;"<p>&nbsp;I should come before had.</p>";<p>He asked me if I had finished reading the newspaper</p>;<p>You has changed to I and have has changed to had.</p>;<p>He asked me if I finished reading the newspaper</p>;<p>Have changes to had.</p>;<p>He asked me if you finished reading the newspaper</p>;<p>You changes to I and have changes to had.</p>;2;"<p>When changing direct speech to indirect speech, ‘have’ changes to ‘had’ and ‘you’ changes to’I’.</p><p><strong>Eg. “Have you watered the flower?” she asked.</strong></p><p><strong>She asked if I had watered the flowers.</strong></p>";2020-09-10 16:40:51;2020-09-10 16:40:51;;L;
